英文称谓,名,中间名,姓,中文称谓,单位,部门,职务,商务地址 街道,商务地址 街道 2,商务地址 街道 3,商务地址 市/县,商务地址 省/市/自治区,商务地址 邮政编码,商务地址 国家/地区,住宅地址 街道,住宅地址 街道 2,住宅地址 街道 3,住宅地址 市/县,住宅地址 省/市/自治区,住宅地址 邮政编码,住宅地址 国家/地区,其他地址 街道,其他地址 街道 2,其他地址 街道 3,其他地址 市/县,其他地址 省/市/自治区,其他地址 邮政编码,其他地址 国家/地区,助理的电话,商务传真,商务电话,商务电话 2,回电话,车载电话,单位主要电话,住宅传真,住宅电话,住宅电话 2,ISDN,移动电话,其他传真,其他电话,寻呼机,主要电话,无绳电话,TTY/TDD 电话,电报,Internet 忙闲,办公地点,地点,电子邮件地址,电子邮件类型,电子邮件显示名称,电子邮件 2 地址,电子邮件 2 类型,电子邮件 2 显示名,电子邮件 3 地址,电子邮件 3 类型,电子邮件 3 显示名,附注,工作证号码,关键词,记帐信息,纪念日,经理姓名,类别,里程,敏感度,目录服务器,配偶,其他地址 - 邮箱,商务地址 - 邮箱,身份证编号,生日,私有,缩写,网页,性别,业余爱好,引用者,用户 1,用户 2,用户 3,用户 4,优先级,语言,帐户,职业,助理的姓名,住宅地址 - 邮箱,子女
,,,,大周画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13803347138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,黄骅市铭海美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15932711119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,静逸画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13802088769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,草帽崔画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18232823289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,颐昌斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15633003765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,墨颜画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15731992207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,翰墨书画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18831247393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,河北画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85695103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石家庄美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0311-89637816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,味古斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13930409810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,唐山冀东古玩城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暂无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,盛之艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13603319619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凝思苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18603107878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,沫铭画社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15132090165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,珍墨轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15103204629 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,珍珍油画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18733654033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红绣轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18730785360 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,晴风阁 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15830878398 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,创典居画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18032830406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凤贤阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13803159728    0315-2857711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺缘阁 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15933219585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,坤苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15082757873 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雪浪石画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13633118561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,华书承斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18832980414 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天羽画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13832171619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阿帝画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13231199492 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,惠风画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15075704307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,苍宇堂书画 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15130206988 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,诚明轩画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0318 -3728238 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,607艺术工作室 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13323027650 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,惠风美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0317-2041578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,信都画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15175861530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,万画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0311-85803856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,京东名家画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0316-7061808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石家庄难得轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13582195987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,博雅轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15531557249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,刘家科艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0318-5227978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三金堂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15175079233 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,云华美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13931788088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,邯郸画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13703102222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,河北省工艺美术精品画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031186077814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,嘉艺画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15531482777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,七分阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13315630863 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,范阳能仁画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13930841866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,格雅画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03358884311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,抱山画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15933219585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,沧海明珠画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13582710001 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,汉韵堂画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15100278833 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,金雨轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13171930121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,道行天下书画公益画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13383299817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,金玉轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13831635027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,千亩方画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0312-5953108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,霁月堂画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13831713996，13811524585 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺林阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0316-2239586      13901145083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,董辰生画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13933585830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,直隶艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0312－2031999，0312－2027666, 韩先生：15831292222 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天羽画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0311-87877836  87883456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,方寸画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0312-2051599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
