英文称谓,名,中间名,姓,中文称谓,单位,部门,职务,商务地址 街道,商务地址 街道 2,商务地址 街道 3,商务地址 市/县,商务地址 省/市/自治区,商务地址 邮政编码,商务地址 国家/地区,住宅地址 街道,住宅地址 街道 2,住宅地址 街道 3,住宅地址 市/县,住宅地址 省/市/自治区,住宅地址 邮政编码,住宅地址 国家/地区,其他地址 街道,其他地址 街道 2,其他地址 街道 3,其他地址 市/县,其他地址 省/市/自治区,其他地址 邮政编码,其他地址 国家/地区,助理的电话,商务传真,商务电话,商务电话 2,回电话,车载电话,单位主要电话,住宅传真,住宅电话,住宅电话 2,ISDN,移动电话,其他传真,其他电话,寻呼机,主要电话,无绳电话,TTY/TDD 电话,电报,Internet 忙闲,办公地点,地点,电子邮件地址,电子邮件类型,电子邮件显示名称,电子邮件 2 地址,电子邮件 2 类型,电子邮件 2 显示名,电子邮件 3 地址,电子邮件 3 类型,电子邮件 3 显示名,附注,工作证号码,关键词,记帐信息,纪念日,经理姓名,类别,里程,敏感度,目录服务器,配偶,其他地址 - 邮箱,商务地址 - 邮箱,身份证编号,生日,私有,缩写,网页,性别,业余爱好,引用者,用户 1,用户 2,用户 3,用户 4,优先级,语言,帐户,职业,助理的姓名,住宅地址 - 邮箱,子女
,,,,Hauser & Wirth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 207 255 8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SULLIVAN＋STRUMPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+61 2 9698 4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gao's Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13623631993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Applicat-Prazan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33143253924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sadie Coles HQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 [0] 20 7493 8611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,卡斯雕塑基金会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44(0) 1243 538 449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Massimo De Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 (0)20 7287 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Litvak Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+00972 525026920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Oneiro Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13541704886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nanman Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+65 83577781 / 97673189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新大陆画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81-92-5318838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,客艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 13439279404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,g_exhibition gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sala Parés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trésor Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,昆斯特博德画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GONG ART SPACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Galeria Aragón 232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trevor Victor Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ELMS LESTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东京当代艺术俱乐部（TCAC）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14910553724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LDX Artodrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Unionart  Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Simard   Bilodeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,The  Spectacle Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,A次方∙藝術空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13120906268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,菲力克斯·幽格画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116029900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHENAUX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0033629938978 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,哈格曼画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611927521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,意大利华人艺术家协会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0039 055 468 4478 0039 3895003594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,曼谷当代唐人艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0066-2-6303264 0066-2-6301114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,前波画廊（纽约）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1 212-414-1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,马乐伯画廊 Marlbrough Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.463.8634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Erarta Museum and galleries of contemporary art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+78123240809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Cordeiros Galeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（351） 226 076 920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Fabienfryns Fine Art ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, +1 323 998 6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Taka Ishii Gallery Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,＋81(0)356466050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,万菓画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-23258253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,小室画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2700-3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,贝玛画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2700-9133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,家西艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2392-8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,马龙书画艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2929-2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,筌美术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2736-7628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,无穹艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-25111069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新艺境·宝胜画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-7706-8868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,巴黎V.画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0033(0)145089268 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jessie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jyangarts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,纽约798先锋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.216.9018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M.Sutherland Fine Arts.LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001 212 249 0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Yang Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65－6721 8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,迪迪埃·阿隆艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 1 42 18 09 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MODERNISM画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415/541-0461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,奥沙·新加坡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+65 63379909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中国广场画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.255.8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,纽约后世纪画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212-206-1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,exhibeo画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,++49 (0)30.44351710， ++49 (0)30.4498883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
