英文称谓,名,中间名,姓,中文称谓,单位,部门,职务,商务地址 街道,商务地址 街道 2,商务地址 街道 3,商务地址 市/县,商务地址 省/市/自治区,商务地址 邮政编码,商务地址 国家/地区,住宅地址 街道,住宅地址 街道 2,住宅地址 街道 3,住宅地址 市/县,住宅地址 省/市/自治区,住宅地址 邮政编码,住宅地址 国家/地区,其他地址 街道,其他地址 街道 2,其他地址 街道 3,其他地址 市/县,其他地址 省/市/自治区,其他地址 邮政编码,其他地址 国家/地区,助理的电话,商务传真,商务电话,商务电话 2,回电话,车载电话,单位主要电话,住宅传真,住宅电话,住宅电话 2,ISDN,移动电话,其他传真,其他电话,寻呼机,主要电话,无绳电话,TTY/TDD 电话,电报,Internet 忙闲,办公地点,地点,电子邮件地址,电子邮件类型,电子邮件显示名称,电子邮件 2 地址,电子邮件 2 类型,电子邮件 2 显示名,电子邮件 3 地址,电子邮件 3 类型,电子邮件 3 显示名,附注,工作证号码,关键词,记帐信息,纪念日,经理姓名,类别,里程,敏感度,目录服务器,配偶,其他地址 - 邮箱,商务地址 - 邮箱,身份证编号,生日,私有,缩写,网页,性别,业余爱好,引用者,用户 1,用户 2,用户 3,用户 4,优先级,语言,帐户,职业,助理的姓名,住宅地址 - 邮箱,子女
,,,,Galerie du Monde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25250529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港集古斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 25262388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rossi & Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 3575 9417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,紅色藝術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00852346877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mur Nomade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 25805923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雅品艺社Gallery Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852-29600092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,The Spectacle Group  世正艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 97411774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Galerie Koo 雍廷序畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 852 25250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lucie Chang Fine Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 25468128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Yan Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 852 54964499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,十号赞善里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 28100065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港现代水墨画会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,085267686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港艺倡画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85225261091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港汉雅轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T: +(852) 25269019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3812 Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 21533812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BLINK Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852 60919191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,马凌画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85228100317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高古轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,立木画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 2530 0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,季丰轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 25800058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Opera Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+00852 28101208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88 Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85293580345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,安全口画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852-25411299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,恒凯艺术Lotus Arts Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 28336772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ben Brown Fine Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 2522 9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,御雅居当代艺术画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 2545 1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kumquat Gallery 金桔画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98777953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天趣国际艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 24937287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PubArt 画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852-28401809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,善美藝術（香港）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18301187233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三石轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0852903187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,少励画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 28698802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,国际潮汕书画总会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852-2797 3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凱倫偉伯畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852)25445004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Future Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 22910466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kumquat Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 2549 9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,听木堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13021241121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港云峰画苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2736 9623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AM SPACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852-2384 4808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C1 ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852)9126 9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,文联庄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 2544 6965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,兿傑兿術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00852 27111802 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,翰墨轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0852-28909811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,慕艺国际,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 9818 5225  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 25277798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,悅心齋 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 3977 9900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,半岛维画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 852 2368 1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,奧畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2234 9889 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红彩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852-28937837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Zee Stone Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2810 5895 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港艺术中心包氏画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2582 0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,皇室画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+852 21170731 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,奥画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2234 9889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,精艺轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852)25260818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺术公社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2104 3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港珍画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（85）27301802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826-9162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,一画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（852）28105895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港田园画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852)28962013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港唐韵画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（852）24329369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港中文大学艺术画廊之友,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852)2525-6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Y Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(85)2523-2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港三行画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（85）2736-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三希堂画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（85）2815-0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,国际画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（85）2332-1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港艺苑中心画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（85）2541-6695，2854-2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,香港意会画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524-9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,拾叁艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877-1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gallery 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526-7183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,城市画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529-2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,粲雅轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771-0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANNA NING FINE ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2521 3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,申画画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803 7960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,包氏画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526-9019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,奥沙中环,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852) 2537 0688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,亦安画廊·香港,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（852）25309399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,奥卑利画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(852)2869 7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Moon画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852 2858 1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
