英文称谓,名,中间名,姓,中文称谓,单位,部门,职务,商务地址 街道,商务地址 街道 2,商务地址 街道 3,商务地址 市/县,商务地址 省/市/自治区,商务地址 邮政编码,商务地址 国家/地区,住宅地址 街道,住宅地址 街道 2,住宅地址 街道 3,住宅地址 市/县,住宅地址 省/市/自治区,住宅地址 邮政编码,住宅地址 国家/地区,其他地址 街道,其他地址 街道 2,其他地址 街道 3,其他地址 市/县,其他地址 省/市/自治区,其他地址 邮政编码,其他地址 国家/地区,助理的电话,商务传真,商务电话,商务电话 2,回电话,车载电话,单位主要电话,住宅传真,住宅电话,住宅电话 2,ISDN,移动电话,其他传真,其他电话,寻呼机,主要电话,无绳电话,TTY/TDD 电话,电报,Internet 忙闲,办公地点,地点,电子邮件地址,电子邮件类型,电子邮件显示名称,电子邮件 2 地址,电子邮件 2 类型,电子邮件 2 显示名,电子邮件 3 地址,电子邮件 3 类型,电子邮件 3 显示名,附注,工作证号码,关键词,记帐信息,纪念日,经理姓名,类别,里程,敏感度,目录服务器,配偶,其他地址 - 邮箱,商务地址 - 邮箱,身份证编号,生日,私有,缩写,网页,性别,业余爱好,引用者,用户 1,用户 2,用户 3,用户 4,优先级,语言,帐户,职业,助理的姓名,住宅地址 - 邮箱,子女
,,,,也趣藝廊AKI gallery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 0225991171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德鸿画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-6 06-2271125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大未来林舍画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 227006866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,首都艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+00886 227755268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大象艺术空间馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-4-2208-4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102當代藝術空間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-2609627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Paintcool 畫庫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0086-2 2393 7505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,荷軒藝術 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-566-6716 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,名山艺术台北馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-3322-2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Double Square Galler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886 2 8501-2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,日升月鴻畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 0939936953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Galerie Dorrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18918037920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,黎画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 866 0223256688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,加力画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 931234512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,乙皮畫廊 ip Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 886 38332626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,松蔭藝術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886933707397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,羲之堂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 886 02-8780-7958 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,平艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-2-27025195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,秋刀鱼艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2532-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三希極美館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 886 927277519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,观想艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-8780-8181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,索卡艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811053253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,亚洲艺术中心（台北馆）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886227541366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,琢璞艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 07-2150010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,藏媺畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 0986776768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,采泥艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13910489526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,名典畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-8757-6686 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,誠品畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-2-8789-3388 # 1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,谷公馆画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(02) 2577 5601 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,威廉艺术沙龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-8502-5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,菲利浦画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0920338723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,璞臻艺术人文空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886 961056751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,沁德居藝廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-85029968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,现代画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-04-3291217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,台北汉雅轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-27038052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三才画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-4-23783007。886-927-511511 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大河美術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886 37 879761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,U space Gallery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-2-27006883 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,非画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-25620709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,杜邦当代空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-37-870-583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-2700-0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,台南索卡艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-6-220-0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,索卡艺术中心·台湾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2570-0390 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,名门艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-226-3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德元艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-3321013   0929-153960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雍雅堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-27817717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,韩湘子画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-2244926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,茉莉画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-2251913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新视觉画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-3225415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,一壶春艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-27711553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,御殿画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0886-2-25617408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大未来画廊·台北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-2-2750-8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大趋势画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-2-2587-3412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新时代画廊（台湾）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-4-2475-4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,旻谷艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2705-8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,韓湘子畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-224-4926 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上雲藝術中心 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-533-1755 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,寶邁當代藝術 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(03) 347-1755 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大境畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-2731-2808 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,思維藝術畫廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-2581-5486 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,元 藝術 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-25162808 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,龙门画廊、龙门新艺空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-8789279998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,展亘藝術中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-72221108 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,恒昶艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-27066466 02-27089766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,圖克藝術伊甸園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-2-27324077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,洺門現代藝術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886-2-8797-2756 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宏藝術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-2-2738-9898 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1839当代艺廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2778-8458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,泰郁美學堂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-5-2785864 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长流画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-23216603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阿波罗画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2781-9332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大都会画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-6-292-5316 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,就在藝術空間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-2707-6942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雅逸艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0086-2-2873-9190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,尊彩藝術中心 Liang Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-2797-1100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新思惟人文空間 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-3452699 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,影響力藝術中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+886-2-7707-8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,台湾高雄汉光艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-5352772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,青云画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-2-2533-2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,美好時光畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-2756072 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,維納斯畫廊。花蓮港1-1倉庫美術館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-8226510 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,璞石藝文空間 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-834-5968 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,展垣藝術中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-222-1108 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21世紀藝術中心 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-313-0101 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,The Gallery 畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-281-5025 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新濱碼頭 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-533-2041 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,麗的美術空間 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-554-8523 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,憶海藝術中心 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0912-142-153 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,廣求堂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0939-135-019 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,景陶坊陶瓷專業藝廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-771-8002 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,溫泉軒藝術中心 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-685-2946 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,如意堂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-370-7696 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,名展藝術空間 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-557-1214 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,五千年藝術空間 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-334-6848 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,亞帝畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-214-7081 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,海馬迴 光畫館 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-2223495 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,漢光畫廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-350-1089 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,梵藝術中心 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-263-4922 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,第雅艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00886-6-224-0713 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新心藝術館 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-275-3957 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,豆皮文藝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-521-2422 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,K'S ART當代藝術空間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-2215256 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,景薰樓國際藝術拍賣公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-22955528 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,A-7958當代藝術 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(04) 2305-1758 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,infoto gallery展示空間 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0911-688015(楊欽盛) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,賞雅書齋藝術中心 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(04) 2372-9277 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
