英文称谓,名,中间名,姓,中文称谓,单位,部门,职务,商务地址 街道,商务地址 街道 2,商务地址 街道 3,商务地址 市/县,商务地址 省/市/自治区,商务地址 邮政编码,商务地址 国家/地区,住宅地址 街道,住宅地址 街道 2,住宅地址 街道 3,住宅地址 市/县,住宅地址 省/市/自治区,住宅地址 邮政编码,住宅地址 国家/地区,其他地址 街道,其他地址 街道 2,其他地址 街道 3,其他地址 市/县,其他地址 省/市/自治区,其他地址 邮政编码,其他地址 国家/地区,助理的电话,商务传真,商务电话,商务电话 2,回电话,车载电话,单位主要电话,住宅传真,住宅电话,住宅电话 2,ISDN,移动电话,其他传真,其他电话,寻呼机,主要电话,无绳电话,TTY/TDD 电话,电报,Internet 忙闲,办公地点,地点,电子邮件地址,电子邮件类型,电子邮件显示名称,电子邮件 2 地址,电子邮件 2 类型,电子邮件 2 显示名,电子邮件 3 地址,电子邮件 3 类型,电子邮件 3 显示名,附注,工作证号码,关键词,记帐信息,纪念日,经理姓名,类别,里程,敏感度,目录服务器,配偶,其他地址 - 邮箱,商务地址 - 邮箱,身份证编号,生日,私有,缩写,网页,性别,业余爱好,引用者,用户 1,用户 2,用户 3,用户 4,优先级,语言,帐户,职业,助理的姓名,住宅地址 - 邮箱,子女
,,,,龙吟雅风视觉艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17778134813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,杏坛画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15110308611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,设计思塾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15911013621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,华夏珍宝博物馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006500160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京纯一斋传统书法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13651006437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,听雨楼美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13511009658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大观雅集,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600239903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RONG空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 18641611665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,时代艺龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18612114546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tonggallery+Projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18701459059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,力利记艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+010 84467702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,進行時空間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18001167379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺术+油站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 86 15901165082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,卓越艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610211517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,米迦勒艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18911124245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,国粹堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13651190771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,798艺术区白盒子艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18210881678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,中协锜宝斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18511745778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,子阳画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13466541153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,欧尼克斯画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18618380161 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺·凯旋艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57623012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,尼雅轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13911784998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艾米李画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01064340616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红鼎画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13801319641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,四九画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0086 65011949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,墨斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+010 51273143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,墨艺斋画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13366776673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,雅韵斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18500136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,正品斋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610173055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,希帕画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18101319691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,悠然空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13911073666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,朝兮画社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18801473131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,怡盛文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13901365544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,灿艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18612656120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,李沧一国画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13581843950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺奥空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811576060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,悦•美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86- 10-5978 9397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,方圆美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15810570876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,非凡仕艺术 FEEFAN‘S ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13810155635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,荣宝阁画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610039386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,桥舍画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86-10-59789410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,廿画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13810948766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蜂巢当代艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811815145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,博而励画廊|Boers-Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-64322620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宣画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13911372484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,喜明堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13601103252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,千年古宣美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15801020858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,澜亭阁画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13870088063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JU ER SPACE居菊矩聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13522369197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BETWEEN艺术实验室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610317535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EGG画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 10 64328089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,翰林书画院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13911796809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天一阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15801372335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德美艺嘉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811229138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,杨画廊（北京）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+010 59789491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京画步文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204027691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,山艺术·北京林正艺术空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-59789558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,常青画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(010)59789505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蓝犁艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13520558456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,若凡艺苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13683692611 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,一味斋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811278203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Fridart Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18601342425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Zoomart艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18888830504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,文珍阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501162277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,麦朵尔艺术俱乐部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13801379686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阿拉里奥画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86 010-52023880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,林大艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+86-010-5978 9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,古力山房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18911276408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天雅轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13260310890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BB画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13901075387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,闳约艺术中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18612984762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,前波画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-51273298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,瀞华精舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13811546228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,成艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57626279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京季节画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86-10-6431-1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,墨源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600812890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阳光艺术空间 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13716600159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,博雅大观,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610186688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,董竹工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600415281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺芳香书画廊 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13651013887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,锦昌画馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610007262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63 station ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611701296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,享悦汇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13701386286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,泰吉轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010-63287686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,鹤鸣阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13901134970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3dfx的画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13671053447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,玉兰堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59756999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德滋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311167122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,泽中画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86-10-63320201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,天和轩画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13522972717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上舍空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57626194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,国际画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18710149939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,艺乐成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1333 010-87756709 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京唐风美术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18601123200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,春風阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18801085004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,常樂堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13261767115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京国际乡村艺术馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611279996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上雅文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13901053071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京石篆居画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13161376350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,醒梦轩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13621076276 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宇鸣堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13161935803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京聚雅斋画廊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13910422526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
